id,title,town,state,usage_type,status,operator,connection_types,power_kw,quantity,lat,lon,usage_simple,status_simple,is_fast,state_abbrev
462699,Donato,Mt Martha,Victoria,Public - Membership Required,Operational,(Unknown Operator),Unknown,,2.0,-38.256545398294726,145.0374398950537,public,operational,False,VIC
462383,Evie Mansfield,Mansfield,VIC,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,2.0,-37.05103784342149,146.08673665423203,public,operational,True,VIC
461964,Kennington Village Shopping Centre,Bendigo,Victoria,Public,Operational,(Unknown Operator),CCS (Type 2),,2.0,-36.77522424001277,144.305953060746,public,operational,False,VIC
461963,La Trobe University Bendigo,Bendigo,Victoria,Public - Membership Required,Operational,(Unknown Operator),CCS (Type 2),,10.0,-36.778689772739966,144.30153718662336,public,operational,False,VIC
461814,Common People Brewing,Bangalow,NSW,Public,Operational,(Unknown Operator),Type 2 (Tethered Connector) ,,2.0,-28.696494360025127,153.50949385748117,public,operational,False,NSW
461735,Tesla Supercharger Keysborough,Keysborough,VIC,Public,Operational,Tesla (including non-tesla),CCS (Type 2),270.0,6.0,-37.99265638766672,145.14482179447077,public,operational,True,VIC
461734,Tesla Supercharger Nhill,Nhill,VIC,Public,Operational,Tesla (including non-tesla),CCS (Type 2),270.0,4.0,-36.332722244434336,141.651505985629,public,operational,True,VIC
461732,Shell Recharge Corio,Norlane,VIC,Public - Membership Required,Operational,Ampol AmpCharge,CCS (Type 2),350.0,4.0,-38.07542415453054,144.37025628239667,public,operational,True,VIC
461731,Ampcharge Waurn Ponds,Waurn Ponds,VIC,Public - Membership Required,Operational,Ampol AmpCharge,CCS (Type 2),150.0,6.0,-38.19919196237264,144.31698737047805,public,operational,True,VIC
461730,Ampcharge Karingal Hub,Karingal,VIC,Public - Membership Required,Operational,Ampol AmpCharge,CCS (Type 2),180.0,8.0,-38.15191969262739,145.16596676548875,public,operational,True,VIC
461729,Bunnings Springvale,Springvale,VIC,Public - Membership Required,Operational,Exploren,CCS (Type 2),120.0,2.0,-37.931885715813294,145.1527741495313,public,operational,True,VIC
461728,Evie Doncaster East,Doncaster East,VIC,Public - Membership Required,Operational,Evie,CCS (Type 2),50.0,4.0,-37.7617875851612,145.16840228271178,public,operational,True,VIC
461335,Tesla Supercharger Coolac ,Coolac ,NSW ,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),300.0,12.0,-34.92406429306022,148.16582371947493,public,operational,True,NSW
461192,Equinox Business Park,Deakin,ACT,Public - Membership Required,Operational,SolarHub Charge (AU),Type 2 (Tethered Connector) ,22.0,2.0,-35.32076185148239,149.09758722281003,public,operational,False,ACT
460625,Tesla Supercharger Taree,Taree,NSW,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,12.0,-31.90775175578876,152.46206814642426,public,operational,True,NSW
460617,Kew Tesla Supercharger,Kew,NSW,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,8.0,-31.63433387636207,152.7251587763015,public,operational,True,NSW
460615,Tesla Supercharger Armidale,Armidale,NSW,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,4.0,-30.51342702073365,151.66370928733022,public,operational,True,NSW
460608,Evie Bruthen,Bruthen,Victoria,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,2.0,-37.70832751627004,147.83442755187457,public,operational,True,VIC
460474,Georges Place,Wollongong,NSW,Public - Membership Required,Operational,EVX (AU),Type 2 (Socket Only),22.0,2.0,-34.41859867256016,150.90226317639872,public,operational,False,NSW
460473,EVX Austinmer,Austinmer,NSW,Public - Membership Required,Operational,EVX (AU),Type 2 (Socket Only),22.0,2.0,-34.30096753205442,150.93993271999892,public,operational,False,NSW
460472,Railway Parade Thirroul,Thirroul,NSW,Public - Membership Required,Operational,EVX (AU),Type 2 (Socket Only),22.0,2.0,-34.3177075435834,150.91844342618032,public,operational,False,NSW
460406,Yanchep Station,Yanchep City,WA,Public - Membership Required,Operational,WeVolt (AU),Type 2 (Socket Only),22.0,10.0,-31.531513065394773,115.64576693855976,public,operational,False,WA
460405,Egliton Station,Wanneroo City,WA,Public - Membership Required,Operational,WeVolt (AU),Type 2 (Socket Only),22.0,10.0,-31.58244937544582,115.6710031952469,public,operational,False,WA
460388,Bridport Visitor Information Centre,Bridport,Tasmania,Public - Pay At Location,Operational,Chargefox,Type 2 (Socket Only),22.0,1.0,-41.00362304292772,147.39490555873044,public,operational,False,TAS
460387,Chargefox - Electric Highway Tasmania ,Exeter,Tasmania,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO",80.0,2.0,-41.29976674576168,146.95180996460158,public,operational,True,TAS
460385,Fremantle Village Private Wall Charger,Fremantle City,WA,"Private - For Staff, Visitors or Customers",Operational,Chargefox,Type 2 (Tethered Connector) ,22.0,1.0,-32.08053323173767,115.7607985219131,private,operational,False,WA
460280,New Italy Tesla SuperCharger,Richmond Valley New Italy,NSW,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,12.0,-29.153543930988555,153.29699805885593,public,operational,True,NSW
460274,Fremantle Village,Fremantle,WA,Public - Membership Required,Operational,WeVolt (AU),Type 2 (Tethered Connector) ,22.0,2.0,-32.08049146557816,115.76093557216541,public,operational,False,WA
460268,Edgewater Mini Mall,Joondalup City,WA,Public - Membership Required,Operational,Chargefox,CCS (Type 2),160.0,2.0,-31.77279103960022,115.78903506332733,public,operational,True,WA
460267,Warrick Grove Mall,Stirling City,WA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), Type 2 (Socket Only)",150.0,3.0,-31.844519570688263,115.81063291060804,public,operational,True,WA
460266,Armadale Shopping Center Mall,Armadale,WA,Public - Membership Required,Operational,Evie,CCS (Type 2),150.0,4.0,-32.15264094012242,116.01653885290102,public,operational,True,WA
460223,NRMA - Deloraine,Elizabeth Town,Tasmania,Public,Operational,NRMA,"CCS (Type 2), CHAdeMO",180.0,4.0,-41.4839213062893,146.597764437431,public,operational,True,TAS
460216,Waterview Motel,Maclean,NSW,Public - Membership Required,Operational,(Unknown Operator),CCS (Type 2),22.0,1.0,-29.44986685538678,153.20044831227457,public,operational,False,NSW
460104,Falls Creek Gully Carpark,Falls Creek,VIC,Public - Membership Required,Operational,Chargefox,CCS (Type 2),22.0,4.0,-36.86168140570233,147.2772150957304,public,operational,False,VIC
460103,Mallacoota,Mallacoota,Victoria,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO",40.0,2.0,-37.55807482068432,149.75830562547122,public,operational,False,VIC
459875,Dunsborough Centerpoint,Dounsborough,WA,Public - Membership Required,Operational,WeVolt (AU),CCS (Type 2),400.0,4.0,-33.615314287255,115.10430380966926,public,operational,True,WA
459866,Busselton Supercharger,Bussleton,WA,Public - Membership Required,Operational,Tesla (Tesla-only charging),CCS (Type 2),250.0,6.0,-33.65033638751631,115.3419239059312,public,operational,True,WA
459819,Erldunda Roadhouse,Ghan,Northern Territory,Public - Membership Required,Operational,NRMA,CCS (Type 2),80.0,1.0,-25.197621043537964,133.2007686397002,public,operational,True,NT
459292,Packenham Supercharger,Packenham,vic,Public,Operational,Tesla (including non-tesla),CCS (Type 2),270.0,6.0,-38.06062002503898,145.45191319274613,public,operational,True,VIC
459291,Abbotsford Supercharger ,, Vic,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,8.0,-37.809084572181135,144.99588508312934,public,operational,True,VIC
313013,RAC Rockingham,Rockingham,WA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), Type 2 (Socket Only)",50.0,3.0,-32.278405892367665,115.73343448114483,public,operational,True,WA
312994,Friday Drive,Thredbo,New South Wales,Public,Operational,Exploren,Type 2 (Socket Only),22.0,10.0,-36.49933162239967,148.31394368312021,public,operational,False,NSW
312659,Evie 300kW Charger,Tamworth,NSW,Public,Operational,Evie,"CCS (Type 2), Type 2 (Socket Only)",300.0,5.0,-31.090167611011005,150.93009578041267,public,operational,True,NSW
312348,UQ Sport Synthetic Playing Fields Carpark,St Lucia,Queensland,Public,Operational,(Unknown Operator),Type 2 (Socket Only),22.0,3.0,-27.49556916265702,153.01687437525777,public,operational,False,QLD
312274,Tesla Supercharger - Coles Tenterfield,Tenterfield,NSW,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,12.0,-29.05609836727929,152.0175413889591,public,operational,True,NSW
312205,Raintrees Shopping Centre,Manunda,Qld,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",150.0,8.0,-16.92767444041077,145.74067618608592,public,operational,True,QLD
312202,North Coogee,Cockburn,WA,Public - Membership Required,Operational,Chargefox,CCS (Type 2),24.0,1.0,-32.103569887176576,115.76179172018556,public,operational,False,WA
311913,Ibis Styles - Orange,ORANGE,NSW,Public,Operational,Chargehub,Type 2 (Socket Only),11.0,3.0,-33.29624580559161,149.1158097006989,public,operational,False,NSW
311851,Ti Tree Food Barn And Accomodation,Ti Tree,NT,Public - Pay At Location,Operational,(Unknown Operator),Type 2 (Socket Only),22.0,1.0,-22.128419686553514,133.41291638188062,public,operational,False,NT
311704,Moonee Beach,Moonee Beach,New South Wales,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,15.0,-30.204419650385248,153.14979824525767,public,operational,True,NSW
311439,Mid Western - Rylstone Memorial Ha,Rylstone,NSW,Public,Operational,Smart Charge (AU),Type 2 (Socket Only),22.0,2.0,-32.7975704730334,149.9704138553882,public,operational,False,NSW
311438,Orange City Council - City Library,Orange,NSW,Public - Membership Required,Operational,Exploren,Type 2 (Socket Only),7.0,4.0,-33.280686670068434,149.10299728353368,public,operational,False,NSW
311437,Orange City Council - Lake Canobolas,Nashdale,NSW,Public - Membership Required,Operational,Exploren,Type 2 (Socket Only),7.0,2.0,-33.301609034288234,149.02770582128016,public,operational,False,NSW
311308,Tesla Destination Charger,Broadway,NSW,Public,Operational,Tesla (including non-tesla),CCS (Type 2),22.0,3.0,-33.883393295749826,151.1945968746586,public,operational,False,NSW
311246,RAA Charge Burnside,Tusmore,SA,Public - Membership Required,Operational,Chargefox,CCS (Type 2),,1.0,-34.93801594919658,138.6425800415402,public,operational,False,SA
309473,Jamison Plaza,Macquarie,ACT,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",150.0,4.0,-35.253593432980516,149.07064139540887,public,operational,True,ACT
309176,Margret River Tourist Park,Margret River,WA,Private - Restricted Access,Operational,(Unknown Operator),Type 2 (Tethered Connector) ,3.0,1.0,-33.959075795124406,115.06844919683817,private,operational,False,WA
309175,Voyager Estate,Margret River,Wa,Public,Operational,(Unknown Operator),Type 2 (Tethered Connector) ,22.0,2.0,-33.996815152288036,115.05174922517313,public,operational,False,WA
309174,Witchcliffe Eco Village Cluster 1B,Witchcliffe ,WA,Public - Membership Required,Operational,Chargefox,CCS (Type 2),75.0,2.0,-34.02471728976703,115.10472719347104,public,operational,True,WA
309173,Witchcliffe Eco Village Cluster 1C,Witchcliffe,WA,Public - Membership Required,Operational,Chargefox,CCS (Type 2),75.0,2.0,-34.02340379655558,115.10517303012352,public,operational,True,WA
309172,Witchcliffe Eco Village Cluster 1A,Witchcliffe,WA,Public - Membership Required,Operational,Chargefox,CCS (Type 2),75.0,2.0,-34.02317492846884,115.10296392250677,public,operational,True,WA
309094,Beverly Sonic Charge,Beverly,WA,Public - Membership Required,Operational,(Unknown Operator),CCS (Type 2),60.0,2.0,-32.10997423531976,116.92472445036526,public,operational,True,WA
308829,Tesla Supercharger Runaway Bay,Runaway Bay,QLD,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),100.0,6.0,-27.9133368394958,153.40052953561377,public,operational,True,QLD
308828,Ampcharge Reedy Creek,Reedy Creek,QLD,Public - Membership Required,Operational,Ampol AmpCharge,"CCS (Type 2), CHAdeMO",180.0,2.0,-28.093761590025125,153.39130286982396,public,operational,True,QLD
308827,Evie Beenleigh,Beenleigh,QLD,Public - Membership Required,Operational,Evie,CCS (Type 2),50.0,4.0,-27.714126734730037,153.18962982741107,public,operational,True,QLD
308826,Evie Beaudesart,Beaudesart,QLD,Public - Membership Required,Operational,Evie,CCS (Type 2),50.0,4.0,-27.989984369173,152.99919697266995,public,operational,True,QLD
308750,Tesla Supercharger South Melbourne,South Melbourne,VIC,Public - Membership Required,Operational,Tesla (Tesla-only charging),CCS (Type 2),250.0,6.0,-37.83227022248282,144.9609633571161,public,operational,True,VIC
308742,Livingstone Market Mall,Canning Vale,WA,Public - Membership Required,Operational,Chargefox,CCS (Type 2),180.0,2.0,-32.08562557744585,115.915856491348,public,operational,True,WA
308738,Tesla Supercharger Bankstown,Bankstown,NSW,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,6.0,-33.933123083981414,151.0285550577326,public,operational,True,NSW
308599,RACV Healsville,Healsville,VIC,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), Type 2 (Socket Only)",50.0,7.0,-37.65071911937986,145.50301488024843,public,operational,True,VIC
308598,Evie Healsville,Healsville,VIC,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,2.0,-37.65406544922198,145.51428135787194,public,operational,True,VIC
308597,Evie Chirnside Park,Chirnside Park,VIC,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,2.0,-37.761143550893365,145.3120760296531,public,operational,True,VIC
308596,Tesla Supercharger Oakleigh Repair Centre,Oakleigh South,VIC,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,6.0,-37.91568317695367,145.10327868938475,public,operational,True,VIC
308595,Jolt Cheltenham,Cheltenham,VIC,Public - Membership Required,Operational,Jolt,"CCS (Type 2), CHAdeMO",50.0,2.0,-37.95675410011873,145.0413433811873,public,operational,True,VIC
308594,Jolt Black Rock,Black Rock,VIC,Public - Membership Required,Operational,Jolt,"CCS (Type 2), CHAdeMO",50.0,2.0,-37.97570246970103,145.01742302760965,public,operational,True,VIC
308593,Jolt Berwick Springs Hotel,Berwick,VIC,Public - Membership Required,Operational,Jolt,"CCS (Type 2), CHAdeMO",50.0,2.0,-38.05976565896848,145.33777518791914,public,operational,True,VIC
308267,CTR Foster,Foster,VIC,Public - Membership Required,Operational,Chargefox,CCS (Type 2),50.0,2.0,-38.65334183522216,146.20090536375835,public,operational,True,VIC
308266,CTR Meeniyan,Meeniyan,VIC,Public - Membership Required,Operational,Chargefox,CCS (Type 2),50.0,2.0,-38.577399770082174,146.01315810300719,public,operational,True,VIC
308265,Tesla Supercharger Goulburn South,Goulburn,NSW,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,12.0,-34.77317841750358,149.69280797132302,public,operational,True,NSW
308264,Evie Yarra Juncion,Yarra Junction,VIC,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,2.0,-37.78094746065134,145.61331093083584,public,operational,True,VIC
308263,Evie Bannockburn,Bannockburn,VIC,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,2.0,-38.04790103443605,144.17035966698813,public,operational,True,VIC
308262,Coles Sebastopol,Sebastopol,VIC,Public - Membership Required,Operational,Chargefox,Type 2 (Socket Only),22.0,2.0,-37.599568029281286,143.84045921173038,public,operational,False,VIC
308229,Evie Glen Gala Village,Sunshine West,VIC,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO",75.0,4.0,-37.79308442111111,144.7896023171707,public,operational,True,VIC
308228,Toyota Altona,Altona,VIC,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO",75.0,3.0,-37.832781169763166,144.82753568527227,public,operational,True,VIC
308227,Lollypop Creek Community Centre,Harpley,VIC,Public - Membership Required,Operational,Chargefox,CCS (Type 2),50.0,2.0,-37.909988077571576,144.61367550280465,public,operational,True,VIC
308226,Ampcharge Werribee,Werribee,VIC,Public - Membership Required,Operational,Ampol AmpCharge,CCS (Type 2),180.0,2.0,-37.899759968148494,144.6650849021937,public,operational,True,VIC
308225,BP Pulse,Caroline Springs,VIC,Public - Membership Required,Operational,BP Pulse (AU),CCS (Type 2),150.0,8.0,-37.7557555131601,144.7410636793341,public,operational,True,VIC
308160,RAA Kingston SE,Kingston SE,SA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",200.0,5.0,-36.82862578575707,139.84961594515414,public,operational,True,SA
308159,RAA Naracoorte,Naracoorte,SA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), Type 2 (Socket Only)",200.0,3.0,-36.957104904405874,140.74352876205376,public,operational,True,SA
308158,RAA Coonalpyn,Coonalpyn,SA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), Type 2 (Socket Only)",150.0,3.0,-35.69525828198586,139.85657638646347,public,operational,True,SA
308029,RAA Charge Marla Travellers Rest,Marla,SA,Public - Membership Required,Operational,Chargefox,Type 2 (Socket Only),7.0,3.0,-27.30500995290457,133.62169364848148,public,operational,False,SA
307990,Woolworths Yass,Yass,NSW,Public - Membership Required,Operational,Chargefox,CCS (Type 2),50.0,4.0,-34.845647791374056,148.9156385427242,public,operational,True,NSW
307989,Woolworths Fishermans Bend,Fishermans Bend,VIC,Public - Membership Required,Operational,Chargefox,CCS (Type 2),50.0,2.0,-37.8313475403691,144.92982685129846,public,operational,True,VIC
307988,Evie Richmond Library,Richmond,VIC,Public - Membership Required,Operational,Evie,CCS (Type 2),50.0,4.0,-37.825531454943984,144.99874510755922,public,operational,True,VIC
307898,Riverton Mall,Riverton,WA,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",75.0,4.0,-32.039141558623534,115.90778289825715,public,operational,True,WA
307788,Ampcharge Barkly Square,Brunswick,VIC,Public - Membership Required,Operational,Ampol AmpCharge,CCS (Type 2),150.0,8.0,-37.776585212413124,144.9639271835984,public,operational,True,VIC
307787,Tesla Supercharger Bordertown,Bordertown,SA,Public - Membership Required,Operational,Tesla (Tesla-only charging),CCS (Type 2),250.0,4.0,-36.29806431043085,140.75704069780193,public,operational,True,SA
307786,RAA Bordertown,Bordertown,SA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",200.0,5.0,-36.30916560839312,140.7802897527946,public,operational,True,SA
307785,RAA Mount Gambier,Mount Gambier,SA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",200.0,10.0,-37.83093305008087,140.7803969736217,public,operational,True,SA
307784,Tesla Supercharger Mount Gambier,Mount Gambier,SA,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,6.0,-37.83518604477705,140.8022529347133,public,operational,True,SA
307775,ENGIE - Chadstone 2,Chadstone,VIC,Public - Membership Required,Operational,Engie,CCS (Type 2),120.0,4.0,-37.88820940951108,145.08494077130194,public,operational,True,VIC
307774,Ampcharge Sandown,Sandown,VIC,Public - Membership Required,Operational,Ampol AmpCharge,CCS (Type 2),180.0,2.0,-37.94161999001956,145.16671110078272,public,operational,True,VIC
307773,Ampcharge Cheltenham,Keysborough,VIC,Public - Membership Required,Operational,Ampol AmpCharge,CCS (Type 2),180.0,2.0,-37.99571529046778,145.182222569087,public,operational,True,VIC
307772,Evie Portland,Portland,VIC,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,2.0,-38.34684478419478,141.60283197044578,public,operational,True,VIC
307771,Evie Hamilton,Hamilton,VIC,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,2.0,-37.742657443427255,142.0204391323382,public,operational,True,VIC
307770,Geelong West Veledrome,Geelong West,VIC,Public - Membership Required,Operational,Chargefox,Type 2 (Socket Only),22.0,2.0,-38.129239527848746,144.34542725752488,public,operational,False,VIC
307769,Evie Barabool Heights Plaza,Highton,VIC,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,4.0,-38.16095627974979,144.30595213669608,public,operational,True,VIC
307768,Harden Country Club,Harden,NSW,Public - Membership Required,Operational,Exploren,Type 2 (Socket Only),22.0,4.0,-34.5627690756498,148.36103557280512,public,operational,False,NSW
307767,Cootamundra Library,Cootamundra,NSW,Public - Membership Required,Operational,Exploren,Type 2 (Socket Only),22.0,4.0,-34.63980461006843,148.02613856207262,public,operational,False,NSW
307766,Evie St Arnaud,St Arnaud,Vic,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,2.0,-36.615281555447034,143.25846054416633,public,operational,True,VIC
307765,Evie Avoca,Avoca,VIC,Public - Membership Required,Operational,Evie,CCS (Type 2),50.0,2.0,-37.090140210860675,143.47445272035532,public,operational,True,VIC
307764,Trentham Visitor Information Centre,Trentham,Vic,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO",50.0,2.0,-37.38857348160439,144.32539419117688,public,operational,True,VIC
307763,Evie Cowes,Cowes,Vic,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,4.0,-38.4507421042261,145.2404278198406,public,operational,True,VIC
307762,Evie Traralgon,Traralgon,Vic,Public - Membership Required,Operational,Evie,"CCS (Type 2), CHAdeMO",50.0,4.0,-38.19729526031544,146.54141869877014,public,operational,True,VIC
307761,Tesla Supercharger Traralgon,Traralgon,Vic,Public - Membership Required,Operational,Tesla (Tesla-only charging),CCS (Type 2),250.0,4.0,-38.192546578861105,146.527465028071,public,operational,True,VIC
307760,Tesla Supercharger Lucas,Lucas,Victoria,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,10.0,-37.543339004512035,143.78422184851445,public,operational,True,VIC
307759,Ampol Foodary,Winchelsea,Victoria,Public - Membership Required,Operational,Ampol AmpCharge,"CCS (Type 2), CHAdeMO",180.0,2.0,-38.24620744489461,143.98330610676584,public,operational,True,VIC
307698,Eastlake Parade - Streetlight SL217828,Kingston,ACT,Public,Operational,Thundergrid,Type 2 (Socket Only),22.0,1.0,-35.312486897855344,149.14620754929297,public,operational,False,ACT
307478,Melville City - LeisureFit,Melville City,WA,Public - Membership Required,Planned For Future Date,Chargehub,Type 2 (Socket Only),22.0,2.0,-32.03968803198156,115.83200365710911,public,unknown,False,WA
307477,Melville City - City Hall,Melville City,,Public - Membership Required,Planned For Future Date,Chargehub,CCS (Type 2),60.0,2.0,-32.03255844314117,115.83235548321863,public,unknown,True,UNK
306891,Buckland Kent St,Buckland,Tasmania,Public - Membership Required,Operational,(Unknown Operator),Type 2 (Tethered Connector) ,22.0,1.0,-42.60668821556477,147.71852154472168,public,operational,False,TAS
306858,Buckland Kent St,Buckland,Tasmania,Public,Operational,(Unknown Operator),Type 2 (Tethered Connector) ,22.0,1.0,-42.60669976786134,147.7185327664647,public,operational,False,TAS
306743,Armadale Fitness and Auqatic Center,Armadale City,WA,Public - Membership Required,Operational,Chargehub,Type 2 (Socket Only),22.0,4.0,-32.13378217875158,116.00360230509733,public,operational,False,WA
306626,Port Headland (WA EV Network),Port Headland,WA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), Type 2 (Socket Only)",150.0,3.0,-20.309214965529335,118.59299891016775,public,operational,True,WA
306581,WA EV Network - Fortescue River,Mardie,WA ,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), Type 2 (Socket Only)",50.0,3.0,-21.295783915716314,116.13807973599131,public,operational,True,WA
306224,Perth City Supercharger,Perth,WA,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,6.0,-31.953457974189973,115.83912294028778,public,operational,True,WA
306096,Sandfire (WA EV Network),Sandfire,WA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), Type 2 (Socket Only)",50.0,3.0,-19.768818135351367,121.09160068026648,public,operational,True,WA
306095,WA EV Network - Whim Creek,Whim Creek,WA,Public - Membership Required,Planned For Future Date,Chargefox,CCS (Type 2),150.0,2.0,-20.838466287478184,117.83409361484922,public,unknown,True,WA
306072,Ampol Foodary North Yunderup,North Yunderup,WA,Public - Membership Required,Operational,Ampol AmpCharge,"CCS (Type 2), CHAdeMO",180.0,2.0,-32.5671631849554,115.79829772601357,public,operational,True,WA
306018,Redgrave Park,Coolamon,NSW,Public,Operational,Exploren,Type 2 (Socket Only),22.0,2.0,-34.81320838371845,147.20146957248267,public,operational,False,NSW
306017,Ganmain Craft Cottage,,New South Wales,Public - Membership Required,Operational,Exploren,Type 2 (Socket Only),7.0,1.0,-34.79340665268592,147.03869475917048,public,operational,False,NSW
306016,Middy's Wagga East,,New South Wales,Public - Membership Required,Operational,Everty,"CCS (Type 2), CHAdeMO",25.0,2.0,-35.123640112987474,147.3992802491099,public,operational,False,NSW
306015,Griffith City Volkswagen,,New South Wales,Public - Membership Required,Operational,Chargefox,CCS (Type 2),24.0,1.0,-34.30220873271793,146.0827951103297,public,operational,False,NSW
306014,Owen Toyota,,New South Wales,Public - Membership Required,Operational,Chargefox,CCS (Type 2),50.0,2.0,-34.299877486665665,146.0781598113113,public,operational,True,NSW
306013,Griffith Leagues Club Southside,Griffith,NSW,Public - Membership Required,Operational,Tesla (including non-tesla),CCS (Type 2),250.0,6.0,-34.29247666125356,146.05114295544826,public,operational,True,NSW
305980,NRMA Ararat,Ararat,Victoria,Public,Operational,NRMA,"CCS (Type 2), CHAdeMO",150.0,4.0,-37.28516365724295,142.92645264670017,public,operational,True,VIC
305979,NRMA Marong,Marong,Victoria,Public,Operational,NRMA,"CCS (Type 2), CHAdeMO",180.0,4.0,-36.73546633080104,144.13398199267476,public,operational,True,VIC
305978,NRMA Wycheproof,Wycheproof,Victoria,Public,Operational,NRMA,"CCS (Type 2), CHAdeMO",150.0,4.0,-36.07623961780974,143.22518416666645,public,operational,True,VIC
305977,NRMA Ouyen,Ouyen,Victoria,Public,Operational,NRMA,"CCS (Type 2), CHAdeMO",150.0,4.0,-35.071599703997784,142.31988019027813,public,operational,True,VIC
305975,Armadale City,Armadale,Western Australia,Public - Membership Required,Operational,(Unknown Operator),"CCS (Type 2), Type 2 (Socket Only)",60.0,6.0,-32.150681222892466,116.01697710197169,public,operational,True,WA
305540,Autobahn Armadale,"Armadale, ",WA,Public - Membership Required,Operational,Chargefox,Type 2 (Socket Only),22.0,2.0,-32.14798632595281,115.98536350907739,public,operational,False,WA
304459,RAA Charge Brickworks,Torrensville,SA,Public - Pay At Location,Operational,Chargefox,"CCS (Type 2), CHAdeMO, Type 2 (Socket Only)",200.0,4.0,-34.9131230518513,138.56301692754607,public,operational,True,SA
304358,NRMA Mandurah,Mandurah,WA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO",120.0,2.0,-32.50979875144507,115.73981288369129,public,operational,True,WA
304335,All Saints College,Bull Creek,WA,Public - Membership Required,Operational,WeVolt (AU),CCS (Type 2),50.0,2.0,-32.048870705546086,115.86542217360795,public,operational,True,WA
304318,Hunter Street,,Queensland,Public - Membership Required,Operational,Ampol AmpCharge,"CCS (Type 2), CHAdeMO",120.0,2.0,-27.596393387636958,152.7462094147789,public,operational,True,QLD
304196,Monto's Grand Hotel,Monto,Queensland,Public - Pay At Location,Operational,NRMA,"CCS (Type 2), CHAdeMO",,4.0,-24.862625832767137,151.12151830708194,public,operational,False,QLD
303938,Bidyadanga Turnoff (WA EV Network),Lagrange,Western Australia,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), Type 2 (Socket Only)",50.0,3.0,-18.721350107077058,121.87899345971687,public,operational,True,WA
303937,Ngumpan (WA EV Network),,Western Australia,Public - Membership Required,Operational,Chargefox,CCS (Type 2),75.0,2.0,-18.749254525895964,126.11371953941125,public,operational,True,WA
303716,NRMA Midland ,Midland ,WA,Public - Membership Required,Operational,Chargefox,"CCS (Type 2), CHAdeMO",120.0,2.0,-31.8962683,116.01022,public,operational,True,WA
