UCL_CODE_2021,name,area_sqkm,population,lat,lon,state
221078,Warneet (L),0.6319,541,-38.2213691961768,145.31172247803335,
221079,Wedderburn (L),4.0193,650,-36.4192605916951,143.61535072616786,
221080,Werribee South (L),0.5022,570,-37.97159687198821,144.68823118320282,
221081,Wycheproof (L),2.6669,562,-36.073729106794,143.22929969005816,
221082,Wyndham Harbour (L),0.3096,939,-37.96407618231574,144.70677567791802,
221083,Yackandandah (L),5.7804,1113,-36.31729439481468,146.8396469702547,
221084,Yinnar (L),1.2363,826,-38.32501078660962,146.32686104436354,
222001,Arcadia Downs (L),2.4145,284,-36.44218879040484,145.3603040648219,
222002,Arthurs Seat (L),8.8149,414,-38.36316911947286,144.95976388351207,
222003,Axedale (L),1.5193,348,-36.790018889396485,144.50188463564777,
222004,Baw Baw Village (L),4.3028,30,-37.84146126724223,146.25800140972993,
222005,Beeac (L),0.6004,217,-38.1976599376494,143.63926737933895,
222006,Bellbridge (L),0.573,393,-36.099566083425806,147.06203163803588,
222007,Bethanga (L),0.9925,198,-36.11967157308101,147.09511614515495,
222008,Blackwood (L),5.9593,381,-37.473095649872185,144.30046810505567,
222009,Bridgewater (L),2.4622,341,-36.60395716670858,143.94030782659155,
222010,Bulla (L),0.6731,354,-37.63584210611675,144.80478237034137,
222011,Buln Buln (L),0.6877,347,-38.09832365891058,145.94161583287155,
222012,Bundalong (L),3.1506,405,-36.03094637080507,146.16862391555523,
222013,Buxton (L) (Vic.),1.2929,243,-37.42209339739664,145.70699085871408,
222014,Dales Creek (L),2.0794,403,-37.52185615133922,144.3029448528091,
222015,Darnum (L),1.2917,386,-38.19121908675949,146.00575799351975,
222016,Dartmoor (L),3.3961,244,-37.92208487570608,141.27783813080214,
222017,Derrinallum (L),2.4769,192,-37.94329205140348,143.2177680465252,
222018,Dinner Plain (L),0.6106,127,-37.02359837978534,147.24124441237484,
222019,Don Valley (L),2.343,386,-37.76093882747183,145.59401774605655,
222020,Dookie (L),1.0937,260,-36.32947078785464,145.68329747112736,
222021,East Warburton (L),1.295,307,-37.74330635457594,145.73849112972562,
222022,Eldorado (L),3.4507,273,-36.3101216114484,146.520958008738,
222023,Enfield (L),2.4184,483,-37.72883482916976,143.80452035712304,
222024,Falls Creek (L) (Vic.),2.7315,321,-36.86502471453205,147.27739314538698,
222025,Fish Creek (L),0.839,207,-38.69485899577534,146.08444587476433,
222026,Glenrowan - North (L),0.9584,330,-36.43139616849256,146.23807205694234,
222027,Glenrowan (L),0.8852,355,-36.46183847695049,146.22514518856224,
222028,Goornong (L),1.1411,326,-36.61772070639614,144.50754331441442,
222029,Goroke (L),0.9433,208,-36.72001219626925,141.47276412882476,
222030,Guildford (L),1.5171,240,-37.149188155396345,144.16574638528564,
222031,Gunbower (L),1.2551,303,-35.953639711521255,144.3685156345749,
222032,Halls Gap (L),4.5145,363,-37.13970454094668,142.5257252808952,
222033,Harrietville (L),1.9683,354,-36.894720043287286,147.06517799225247,
222034,Hazeldene (L),2.2256,332,-37.37102013976294,145.27338341494365,
222035,Jeparit (L),2.2326,326,-36.143989099288426,141.98421853162128,
222036,Katamatite (L),0.6518,240,-36.07941769947451,145.68734228163217,
222037,Katandra West (L),0.4919,255,-36.22553497256549,145.55918840211694,
222038,Kialla West (L),0.5466,222,-36.465252595807854,145.38596035543367,
222039,Kiewa (L),1.1682,310,-36.25020123263645,147.00429749690232,
222040,Kilcunda (L),2.1239,453,-38.54637854907777,145.47005487375782,
222041,Learmonth (L),1.4602,272,-37.42833187531586,143.72378313346334,
222042,Leitchville (L),0.8533,250,-35.907944230788615,144.30075267081372,
222043,Linton (L),2.3763,423,-37.68457874128334,143.56699922490267,
222044,Lismore (L) (Vic.),5.5342,321,-37.94950067183556,143.3442873343397,
222045,Little River (L),0.5754,292,-37.96389194397403,144.50097049206371,
222046,Lockington (L),0.7727,395,-36.26923408946404,144.5370898258162,
222047,Macarthur (L),1.4799,204,-38.031657085193046,141.99605198548403,
222048,Manangatang (L),2.134,193,-35.047839096115,142.88636590095254,
222049,Marengo (L),2.5949,272,-38.77834031276598,143.6555384504446,
222050,Marlo (L),2.4622,491,-37.792491560997526,148.54321369039343,
222051,Marysville (L),2.0867,453,-37.5119760815133,145.74726941400735,
222052,Meredith (L),1.9796,412,-37.848862033106926,144.07697131208192,
222053,Merrigum (L),1.334,454,-36.372649418184345,145.12964971474617,
222054,Milawa (L),1.1327,270,-36.44424486329286,146.43233427852422,
222055,Minyip (L),1.676,424,-36.46046000338302,142.58765110888478,
222056,Mount Buller (L),22.5762,333,-37.14283353542513,146.4478752093077,
222057,Mount Egerton (L),1.8086,322,-37.62818881748144,144.10299877921915,
222058,Mount Hotham (L),29.1484,128,-36.99060204491105,147.14003690735862,
222059,Moyhu (L),0.3907,208,-36.57584663735871,146.3770494207842,
222060,Murrayville (L),6.775,214,-35.25584197427332,141.18181637680323,
222061,Myrniong (L),0.9096,220,-37.619577660384586,144.3500574622034,
222062,Natimuk (L),1.1541,421,-36.7415838460073,141.94371510274794,
222063,Newhaven (L),0.8227,455,-38.51329758705004,145.3565968890093,
222064,Nilma (L),0.7998,274,-38.17296201818122,145.97021197310437,
222065,Noorat (L),1.2411,207,-38.19030574441661,142.93492590908608,
222066,Nyah (L),0.6947,270,-35.170883164498235,143.37945257813678,
222067,Omeo (L),1.7822,242,-37.09852796473197,147.59600577515678,
222068,Panton Hill (L),0.449,205,-37.64121015579772,145.2409512683156,
222069,Penshurst (L),3.7792,491,-37.87331094087884,142.28675145926044,
222070,Peterborough (L),1.805,214,-38.60150845481864,142.87455081510944,
222071,Poowong (L),1.1292,389,-38.340977968636686,145.7626778292481,
222072,Port Albert (L),0.7142,349,-38.66893987866005,146.69208184334624,
222073,Port Campbell (L),1.8626,231,-38.619083297138346,142.99906408810122,
222074,Powelltown (L),1.2573,212,-37.86249346515336,145.7476285902673,
222075,Pyalong (L),4.0787,478,-37.12640699628837,144.86189725945118,
222076,Pyramid Hill (L),0.9405,475,-36.05503255196171,144.11449651892102,
222077,Rainbow (L),2.0772,487,-35.902206952805294,141.99197486793005,
222078,Rawson (L),1.019,281,-37.95619836863824,146.39566921516035,
222079,Red Hill South (L),0.6656,466,-38.37893333688076,145.02885040811924,
222080,Rupanyup (L),1.3937,353,-36.63091247893863,142.63119422328748,
222081,Sandy Point (L),1.0848,254,-38.82878338900141,146.1234531502238,
222082,Sawmill Settlement (L),3.6016,234,-37.11141467960251,146.34888364512017,
222083,Shepparton East (L),0.5596,220,-36.39823927553716,145.47778595608884,
222084,Skipton (L),3.632,469,-37.68119258104792,143.36186730072188,
222085,Smiths Beach (L),0.7397,315,-38.50066438816926,145.2551520093815,
222086,St Andrews (L),2.8669,385,-37.60473806255963,145.27960702898258,
222087,Stanhope (L),1.531,486,-36.44763704591685,144.98503842363505,
222088,Talbot (L),3.0483,271,-37.16939040669098,143.69489384840074,
222089,Tallarook (L),1.4134,207,-37.09393991384218,145.10355144803253,
222090,Tallygaroopna (L),0.3563,245,-36.2392145116608,145.43538074935628,
222091,Tangambalanga (L),0.7521,412,-36.248927976806826,147.03076493841343,
222092,Toolamba (L),0.7163,355,-36.48991863333432,145.34092158566304,
222093,Toora (L),1.096,432,-38.66411946900211,146.32687748433978,
222094,Tungamah (L),1.1217,348,-36.1645243657443,145.87935152240553,
222095,Tyers (L),1.4904,187,-38.15279178948875,146.4775441987387,
222096,Tylden (L),1.8839,418,-37.32573242519473,144.40547710617233,
222097,Tynong (L),0.646,333,-38.0820236413339,145.62601101984723,
222098,Wandiligong (L),3.1383,362,-36.77372510684548,146.98340613650885,
222099,Waterford Park (L),0.1896,217,-37.30023280730999,145.06683970205103,
222100,Willaura (L),1.8922,240,-37.54892993661556,142.73672672146938,
222101,Willow Grove (L),0.6413,285,-38.0709587620615,146.1819725014127,
222102,Wimbledon Heights (L),0.3363,421,-38.48019735684841,145.23415128037198,
222103,Wonga Park - South (L),0.2719,222,-37.75089840507216,145.26933857608194,
222104,Woorinen South (L),0.6628,300,-35.29081329454956,143.45221594162408,
222105,Wunghnu (L),0.7652,221,-36.15345298873843,145.430781590745,
301001,Brisbane,2026.9222,2287896,-27.47458774085963,153.01197966677108,Queensland
302001,Gold Coast - Tweed Heads (Gold Coast Part),552.7077,607665,-27.971887688697088,153.35070336733713,Queensland
302002,Sunshine Coast,368.7256,284131,-26.618136680396383,153.06918026533495,Queensland
303001,Cairns,198.5773,153181,-16.897855030249236,145.72074422320296,Queensland
303002,Toowoomba,119.9124,108398,-27.567507277035563,151.93042691544125,Queensland
303003,Townsville,265.9586,173724,-19.27535528608792,146.74677392286603,Queensland
311001,Bundaberg,104.3933,52370,-24.88909757729861,152.3231978424282,
311002,Hervey Bay,93.2156,57722,-25.29168480422208,152.8129683370645,
311003,Mackay,135.9538,80455,-21.10276963661158,149.17497677507663,
311004,Rockhampton,95.7052,63151,-23.345409012856106,150.5142324768606,
312001,Bongaree - Woorim,27.1701,20612,-27.0663114489256,153.16729375471976,
312002,Gladstone (Qld),101.8846,34703,-23.86568892404866,151.24519424094808,
312003,Maryborough (Qld),35.5334,22237,-25.5356206281328,152.69309643619866,
312004,Nambour,23.6847,20918,-26.632105582633415,152.95676747994057,
313001,Airlie Beach - Cannonvale,20.2416,10646,-20.280245741128223,148.71555101145591,
313002,Bargara - Innes Park,21.1099,13000,-24.852334047541,152.46564347908392,
313003,Dalby,138.8704,12082,-27.179314868258768,151.25465616812576,
313004,Emerald,38.982,14089,-23.53548962532256,148.16255510828944,
313005,Gracemere,22.4585,11534,-23.45590783533796,150.45862017302196,
313006,Gympie,36.7498,19435,-26.19992630772144,152.6681956384614,
313007,Highfields,16.5492,10259,-27.457262893037772,151.94060885832812,
313008,Kingaroy,29.6626,10147,-26.55056971515586,151.84452812801763,
313009,Mount Isa,33.6911,17936,-20.710899009247058,139.49916290036728,
313010,Warwick,37.1952,14110,-28.21649940641853,152.0315439795724,
313011,Yarrabilba,4.3652,10240,-27.804874066953296,153.11407689952264,
313012,Yeppoon,42.8074,18789,-23.134492378968957,150.72662520993788,
314001,Atherton,12.3289,7348,-17.264872728748767,145.4825106878175,
314002,Ayr,21.1957,8200,-19.57270201205749,147.40054647129284,
314003,Beaudesert,15.5678,8127,-27.970224776156684,152.99811093656928,
314004,Beerwah,8.558,5924,-26.86181200201034,152.9443390373298,
314005,Biloela,14.7854,5667,-24.3952202660662,150.51216056690726,
314006,Bowen,45.133,9612,-20.022992325868596,148.23270622584445,
314007,Charters Towers,41.8593,8040,-20.068562074865444,146.268523831067,
314008,Chinchilla,11.2345,6292,-26.745456328147814,150.63165152313812,
314009,Flagstone,19.6039,7832,-27.80694349467495,152.95805826679089,
314010,Gatton,8.6286,6852,-27.5670617052275,152.2767780261527,
314011,Goondiwindi,20.0587,5439,-28.529962718843336,150.29334347739484,
314012,Gordonvale,14.4744,6035,-17.10546090281169,145.7747704485356,
314013,Innisfail,10.2838,7173,-17.52726117792915,146.0255602202246,
314014,Jimboomba,28.4475,5581,-27.846442262077705,153.02875104920423,
314015,Kensington Grove - Regency Downs,24.309,5512,-27.539366492515665,152.45986845020846,
314016,Mareeba,13.9245,8585,-17.00194427679263,145.42430298405367,
314017,Moranbah,12.5367,8899,-21.999476794261373,148.03986905728834,
314018,Mount Cotton,5.5502,6797,-27.636852723596935,153.24959775286885,
314019,Palmwoods,7.3091,5042,-26.683973498376748,152.95628511643767,
314020,Roma,37.3413,6522,-26.561050394949117,148.77862706420683,
314021,Sandstone Point - Ningi,36.5017,9929,-27.071912786284045,153.0794391228963,
314022,Tamborine Mountain,35.9685,8001,-27.94828220784282,153.19518675995485,
314023,Tannum Sands - Boyne Island,53.6952,9715,-23.93788985421678,151.3298882452413,
315001,Agnes Water,3.8415,1205,-24.206955544210494,151.89853552329004,
315002,Alice River,9.2556,2590,-19.33599702376946,146.60149058584977,
315003,Allingham,5.0054,1277,-18.69582098550477,146.29952165209173,
315004,Aurukun,30.5428,1101,-13.344511700860464,141.72970727685714,
315005,Babinda,2.8729,1113,-17.342783423958018,145.9214040878459,
315006,Bamaga,10.0534,1180,-10.894450492056013,142.39437102282537,
315007,Beachmere,5.3492,3309,-27.13391708249938,153.0459229839221,
315008,Blackwater,12.5772,4567,-23.581482483832023,148.88555957228093,
315009,Boonah,8.561,2721,-28.00263738356469,152.67651154444704,
315010,Burnett Heads,16.0813,2908,-24.77794646489796,152.40577645461045,
315011,Burrum Heads,1.4498,1508,-25.18839951693473,152.60919677339564,
315012,Calliope,7.0516,4396,-24.00170335757777,151.2012940040485,
315013,Cambooya,2.4844,1839,-27.710310176136428,151.8646900414713,
315014,Cardwell,4.8561,1245,-18.26366544683728,146.02507056079313,
315015,Cedar Grove,11.1228,2107,-27.86261263373845,152.98455228930212,
315016,Cedar Vale,8.6124,3148,-27.88179898703695,152.99989923694727,
315017,Charleville,13.0447,2551,-26.40716270415592,146.2553314627016,
315018,Cherbourg,31.6002,1194,-26.288809050234743,151.93599235530124,
315019,Childers,2.1239,1361,-25.236312602271823,152.27598642732795,
315020,Clermont,4.9157,2079,-22.8278212138856,147.6413989155196,
315021,Clifton,4.1026,1299,-27.933543903179764,151.90867657019876,
315022,Cloncurry,14.784,2524,-20.695748571764423,140.5073386348111,
315023,Collinsville,2.789,1301,-20.552619189233347,147.84357507329338,
315024,Cooktown,10.369,1797,-15.476089498075408,145.24798658799503,
315025,Cooloola Village,4.6327,2921,-25.973601524335205,152.98478917744242,
315026,Cooroy,6.4944,3485,-26.414611157858168,152.9084368162129,
315027,Crows Nest,5.1008,1808,-27.26522829289943,152.0545887217384,
315028,D'Aguilar,5.856,1341,-26.984142409631914,152.8089101792001,
315029,Dayboro,9.5326,2193,-27.198955353276,152.8188524159515,
315030,Doomadgee,4.9976,1387,-17.941324806262532,138.82741061089214,
315031,Dysart,6.3961,2738,-22.58534366873404,148.34592324287996,
315032,Emu Park,15.0742,4860,-23.28137507207152,150.80136190746617,
315033,Esk,6.3733,1230,-27.24292585460408,152.41438949776884,
315034,Eumundi,3.4029,1119,-26.48241953871768,152.94691244624735,
315035,Fernvale,5.5231,3193,-27.455509459266857,152.65683263652613,
315036,Gayndah,7.9564,1695,-25.625437075513837,151.61249353011203,
315037,Glass House Mountains,11.1233,4065,-26.90772946876533,152.96417425335457,
315038,Gowrie Junction,9.5292,2030,-27.48203958752267,151.8884763017735,
315039,Gununa,6.2071,1022,-16.659339460097023,139.17756303533244,
315040,Hamilton Island,7.0754,1759,-20.352937509520235,148.96049826239795,
315041,Hay Point,24.6035,1306,-21.29646395796603,149.27367737479048,
315042,Home Hill,4.1109,2712,-19.661719978297025,147.4156200924615,
315043,Howard,2.0946,1042,-25.317684087472163,152.5607170729184,
315044,Ingham,19.6205,4334,-18.66076690033721,146.14503050458714,
315045,Jacobs Well,6.3857,2862,-27.787953437328436,153.36989700011418,
315046,Kilcoy,5.2775,2351,-26.94210852249168,152.5556872326395,
315047,Kingsthorpe,4.2811,2012,-27.475088130559225,151.8236437470839,
315048,Kooralbyn,15.3152,1649,-28.083461874295264,152.84908622700206,
315049,Kuranda,17.6433,2456,-16.823798790314914,145.62532463311177,
315050,Laidley,8.8884,3976,-27.63492769872358,152.39869569754526,
315051,Landsborough,13.2881,4635,-26.816334918839875,152.96645972296227,
315052,Logan Village,14.843,3542,-27.778117124135,153.10321049989608,
315053,Longreach,14.1687,2738,-23.438835680935306,144.2726908047113,
315054,Lowood,15.1671,3873,-27.461430920973918,152.56635049539707,
315055,Macleay Island,7.23,3193,-27.61088830723784,153.35995707644622,
315056,Malanda,9.957,1707,-17.349264918359157,145.6006921180995,
315057,Maleny,5.739,2976,-26.767260464746844,152.84709463064894,
315058,Marian,2.9496,3615,-21.1472941560336,148.95413725550668,
315059,Meridan Plains,0.6298,1533,-26.755670956322568,153.10357886913113,
315060,Meringandan West,6.7945,2392,-27.41774539509662,151.89474971791012,
315061,Middlemount,12.1722,1884,-22.812859786575306,148.70005413799615,
315062,Miles,4.9665,1349,-26.657525663433468,150.18947065965295,
315063,Millmerran,4.6728,1371,-27.87883047867323,151.26416696674892,
315064,Mirani,1.5703,1554,-21.161847923971763,148.87004673607515,
315065,Monto,4.5134,1021,-24.86597638443113,151.11971125967116,
315066,Mooloolah,8.0817,3191,-26.76235181049789,152.96748716956412,
315067,Moore Park,5.1677,2293,-24.70846358052717,152.2616372249349,
315068,Mossman,4.7856,1744,-16.468356564655796,145.37510928515846,
315069,Mount Morgan,13.2156,2487,-23.630831003810734,150.39120770884685,
315070,Moura,3.9732,1843,-24.571421510319148,149.97774558789732,
315071,Mulambin,2.0431,1042,-23.191574354231054,150.7880515121327,
315072,Mundubbera,4.4286,1066,-25.58491171747705,151.30062082436586,
315073,Murgon,4.9338,1966,-26.236753601167667,151.93638474936537,
315074,Nanango,26.5958,3438,-26.678752177647123,151.98097133423016,
315075,Nelly Bay,2.2945,1194,-19.156353800654188,146.84804182779033,
315076,Oakey,9.8105,4319,-27.43754670172594,151.717780550418,
315077,Palm Island,56.2938,2098,-18.73836825720899,146.6185905918032,
315078,Pittsworth,5.0041,2933,-27.718372439717232,151.6352231628189,
315079,Pomona,6.8215,1735,-26.3759388587558,152.8592313974397,
315080,Port Douglas - Craiglie,8.5047,4624,-16.5116014447445,145.4660453384252,
315081,Proserpine,3.4466,3440,-20.40383117255837,148.57967860806937,
315082,Rainbow Beach,2.5244,1176,-25.900642338457452,153.08714461478877,
315083,Rangewood,2.8146,1039,-19.311383232739004,146.63876675934506,
315084,River Heads,6.7713,2044,-25.40132849171285,152.90882807724182,
315085,Rosewood,5.9052,3074,-27.634882036310277,152.59935424102167,
315086,Russell Island,17.5111,3698,-27.673202218689905,153.38302260473176,
315087,Samford Valley - Highvale,11.0008,2712,-27.36847546889333,152.8460578608214,
315088,Sarina,4.9158,3487,-21.419627256008244,149.21902135483447,
315089,St George,15.7102,2508,-28.03916077276528,148.59121021921823,
315090,Stanthorpe,15.3881,4873,-28.655373592376165,151.94035025881328,
315091,Thursday Island,3.7184,2805,-10.578769156137655,142.2197690980369,
315092,Tin Can Bay,4.2583,2274,-25.9215676118494,152.99914831712684,
315093,Toogoolawah,3.4779,957,-27.08737731143337,152.3728780554612,
315094,Toogoom,3.0163,2344,-25.256551984255747,152.69167655248384,
315095,Tully,7.0421,2252,-17.929779664451697,145.92644097813627,
315096,Walkerston,3.5735,3567,-21.164571287864703,149.05689818922545,
315097,Walloon,5.8605,1927,-27.60207131309824,152.6647456075359,
315098,Weipa,15.8036,4097,-12.641570698651106,141.86117756881376,
315099,Westbrook,2.3822,3864,-27.60261269696871,151.87312165478096,
315100,Willowbank,4.3187,1300,-27.664763060288436,152.6874106860112,
315101,Withcott,9.4493,1796,-27.55975786142041,152.01947797486537,
315102,Wondai,7.1583,1782,-26.31429749707013,151.86609945520317,
315103,Wongaling Beach,7.5743,1323,-17.902960648834302,146.09124952888487,
315104,Woodford,12.4744,3734,-26.95577764532783,152.7746202076438,
315105,Woodgate,2.468,1359,-25.10767517560256,152.56387123554904,
315106,Wyreema,1.3711,1897,-27.657453782157795,151.86208152337488,
315107,Yandina,6.871,2595,-26.560499159627447,152.95092726242007,
315108,Yarrabah,0.684,1273,-16.90882924371382,145.8709611343988,
315109,Yungaburra,4.136,1052,-17.261832468556186,145.58441154576835,
321001,Aldershot (L),1.0678,603,-25.46420491342957,152.66311053881364,
321002,Allora (L),1.4619,843,-28.036214300626405,151.98250456420794,
321003,Apple Tree Creek (L),5.772,574,-25.22426015118354,152.2333026836655,
321004,Aratula (L),6.8236,553,-27.987852915569672,152.54964579685588,
321005,Armstrong Beach (L),1.1298,742,-21.4512774811406,149.28867232771415,
321006,Badu Island (L),102.5447,704,-10.116406451947912,142.14531186707737,
321007,Bakers Creek (L),20.9456,1590,-21.21425422947576,149.15801787203964,
321008,Balgal Beach (L),13.6394,998,-19.039857581784897,146.4109144176155,
321009,Barcaldine (L),7.4188,1243,-23.55933038574624,145.29679074827237,
321010,Belvedere (L),0.4548,912,-17.52076574651909,145.98919023616585,
321011,Benaraby (L),3.9572,765,-24.00366134374442,151.32694477548762,
321012,Biggenden (L),2.452,657,-25.507186259898603,152.04731332435114,
321013,Black Mountain (L),7.464,783,-26.404010117646187,152.88007180749085,
321014,Black River (L),1.2417,527,-19.24354138167175,146.6256009373059,
321015,Blackall (L),7.6679,1064,-24.41845507947699,145.45765336994276,
321016,Blackbutt (L),1.6997,606,-26.88461058718743,152.10416697300187,
321017,Blue Mountain Heights (L),3.8463,988,-27.49829963480498,151.95717293070865,
321018,Bluewater (L),3.2862,715,-19.16834980887909,146.56183900428263,
321019,Bluewater Park (L),3.6012,1026,-19.205043340423437,146.51338455973195,
321020,Booral (L),8.566,860,-25.361259171765308,152.90293340095167,
321021,Bouldercombe (L),7.6294,758,-23.56712193797161,150.46887129802556,
321022,Boyland (L),6.3805,677,-27.94912864327593,153.16578619123806,
321023,Brandon (L),0.9562,754,-19.55515537515217,147.35586702929731,
321024,Brightview (L),2.535,560,-27.519816613698183,152.49164120013225,
321025,Burrum Heads - East (L),1.1268,582,-25.21087862172553,152.632557667002,
321026,Campwin Beach (L),0.5933,511,-21.378013647417152,149.31259094915077,
321027,Canungra (L),1.6803,793,-28.018564208206552,153.16171340493904,
321028,Capella (L),9.3994,974,-23.08339475720505,148.02267734305792,
321029,Coochiemudlo Island (L),1.6445,850,-27.56988991227256,153.33048443355852,
321030,Coominya (L),5.4317,513,-27.39728110356669,152.50116797985453,
321031,Cooran (L),7.7909,1021,-26.339698744750045,152.81690234604577,
321032,Cooroibah (L),21.8135,1990,-26.3603024135058,152.99838314061816,
321033,Cooya Beach (L),1.035,1046,-16.44942282422386,145.40425725115654,
321034,Cunnamulla (L),6.5783,1124,-28.074250294831625,145.69030390558345,
321035,Curra (L),20.1007,1956,-26.08415145645135,152.57452586581698,
321036,Delaneys Creek (L),4.3585,1074,-27.004556762561844,152.79539938525275,
321037,Dunwich (L),2.2232,795,-27.493977284923957,153.40829695117048,
321038,Elliott Heads (L),1.3962,912,-24.910784153738348,152.48906029432425,
321039,Flaxton (L),11.6397,992,-26.65712053396559,152.86410255803966,
321040,Forest Acres (L),7.3424,658,-26.36724685848645,152.93984020903596,
321041,Gin Gin (L),4.0324,914,-24.99180113751537,151.95889143600454,
321042,Glenore Grove (L),3.7738,662,-27.543166578545115,152.41314957913386,
321043,Glenview (L),2.9591,723,-26.757174207423752,153.02991558184635,
321044,Glenwood (L),18.356,1995,-25.949053369430576,152.63502036651423,
321045,Goldsborough (L),13.3366,1085,-17.14604688205378,145.75236483880363,
321046,Gooburrum (L),1.3177,556,-24.81744873756527,152.34561483727953,
321047,Goombungee (L),2.0759,786,-27.30565216088353,151.8517692254187,
321048,Goomeri (L),1.7752,523,-26.183820002865613,152.0698678529719,
321049,Greenmount (L),1.0723,559,-27.78476792707223,151.90536493701487,
321050,Helidon (L),1.1785,830,-27.548580915646998,152.1264390142712,
321051,Herberton (L),3.7852,984,-17.381888358163096,145.38635910927547,
321052,Hope Vale (L),20.9571,895,-15.293599903189856,145.09756135820197,
321053,Horn Island (L),53.1849,533,-10.606472133412217,142.28156210597984,
321054,Horseshoe Bay (L),4.9279,611,-19.12348896209013,146.84979897762452,
321055,Hughenden (L),10.753,1004,-20.83248737057689,144.20979846316246,
321056,Inglewood (L) (Qld),4.507,760,-28.41588319028546,151.0840408213584,
321057,Jandowae (L),2.8213,734,-26.78134582031432,151.10992522563217,
321058,Kalbar (L),2.8117,980,-27.94111122226846,152.62929157063652,
321059,Kiels Mountain (L),6.5329,1168,-26.64776294476047,153.00462459649535,
321060,Killarney (L),2.3256,685,-28.339275784200577,152.29431921616313,
321061,Kinka Beach (L),7.4056,674,-23.226017664623903,150.78711782462236,
321062,Kowanyama (L),7.933,1079,-15.483828306353724,141.74486496649385,
321063,Kureelpa (L),19.0219,968,-26.606735352986,152.8909655493027,
321064,Kurrimine Beach (L),0.8363,624,-17.77944292660123,146.10240628976348,
321065,Laidley Heights (L),11.1686,1272,-27.633205586768124,152.37045222433952,
321066,Lamb Island (L),1.385,504,-27.624832180507912,153.38017175267285,
321067,Lockhart River (L),6.9249,606,-12.786656834188184,143.34282135853158,
321068,Lower Beechmont (L),3.7136,828,-28.03926391748854,153.25183015422712,
321069,Mapleton (L),1.268,1014,-26.625588059755835,152.86347650120678,
321070,Marburg (L),3.7076,696,-27.569480063809173,152.5974701188145,
321071,Mareeba - South (L),5.2463,597,-17.049970301742558,145.42137441558057,
321072,Minden Village (L),4.8069,860,-27.53479733766034,152.56247431937828,
321073,Mission Beach (L),3.2597,872,-17.87010040309553,146.1021753517523,
321074,Mitchell (L),6.0628,835,-26.484456457457902,147.9709284534421,
321075,Mundoolun (L),3.843,1209,-27.866306976579235,153.07554045344116,
321076,Napranum (L),2.0387,883,-12.68142543822243,141.89010702757335,
321077,Nebo (L),2.3347,618,-21.69255147228476,148.69180265492196,
321078,Nome (L),1.7729,507,-19.373915568916157,146.90978694198003,
321079,Normanton (L),12.1609,1326,-17.68826367392427,141.07520566231986,
321080,Oakhurst (L),25.6987,2413,-25.508571145926588,152.6254466601799,
321081,Peachester (L),1.8012,534,-26.84322593366546,152.8864874108158,
321082,Pie Creek (L),4.1293,603,-26.236752099836888,152.62523361345453,
321083,Plainland (L),17.6668,1565,-27.573887722887267,152.42071153112073,
321084,Point Lookout (L),2.232,780,-27.42812864328776,153.53006148832873,
321085,Poona (L),1.7326,576,-25.718181348489654,152.91095622393144,
321086,Pormpuraaw (L),24.8767,606,-14.891269239492404,141.6267504295616,
321087,Prince Henry Heights (L),0.5607,600,-27.55278417906731,151.99096094381505,
321088,Ravenshoe (L),3.5227,786,-17.613493191282835,145.48817872946438,
321089,Rubyvale (L),8.7928,518,-23.417184697672983,147.6922400552166,
321090,Samford Village (L),1.5284,819,-27.3739768899116,152.88413429581846,
321091,Sapphire (L),9.598,518,-23.46708465041917,147.71017156186392,
321092,Seaforth (L),6.3352,516,-20.895282035204225,148.95366554112502,
321093,Sharon (L),4.5254,673,-24.8849853055367,152.26327324609372,
321094,Sloping Hummock (L),0.5652,640,-24.843244115961408,152.4251081431467,
321095,South Mission Beach (L),2.0381,956,-17.939645155462884,146.09088392485003,
321096,Springsure (L),5.1903,731,-24.121862132219164,148.08725999024807,
321097,Sunshine Acres (L),12.3651,1009,-25.358133494675297,152.78770381700176,
321098,Tamborine (L),4.8434,498,-27.875427053369545,153.1150746276211,
321099,Tara (L),4.8528,728,-27.276492389525085,150.45789677332718,
321100,Taroom (L),4.4097,578,-25.64207128919834,149.80170641130525,
321101,Texas (L),4.5045,707,-28.851903369113813,151.17637473535805,
321102,Thagoona (L),2.2695,765,-27.6236220494738,152.62739534209703,
321103,The Palms (L),11.9653,1076,-26.192156820022376,152.58969262029,
321104,Tieri (L),1.8959,724,-23.03349586726106,148.34769858974803,
321105,Tolga - West (L),5.8012,1410,-17.204625514910564,145.45168181649964,
321106,Tolga (L),2.6683,1277,-17.217238504211217,145.47742910129713,
321107,Toorbul (L),3.0581,701,-27.04624752596466,153.10236070100663,
321108,Wangan (L),0.5132,567,-17.57433238881085,146.0099167965932,
321109,Winton (L),4.1332,856,-22.38505791316445,143.0428682987151,
321110,Witta (L),5.5192,904,-26.707336085010272,152.81736709653208,
321111,Wonga Beach (L),1.7613,860,-16.351146427950383,145.41364710275977,
321112,Woorabinda (L),219.5151,1019,-24.13593451280873,149.44618329643973,
321113,Yabulu (L),2.4375,651,-19.20083950025718,146.5886527271098,
321114,Yarraman (L),2.9467,932,-26.842645349148537,151.98435381926103,
322001,Alligator Creek (L),2.7225,352,-19.422327771411663,146.94077112902343,
322002,Alpha (L),2.2915,259,-23.64798810670478,146.6402444952134,
