UCL_CODE_2021,name,area_sqkm,population,lat,lon,state,chargers_5km,chargers_10km,chargers_20km
121033,Dunoon (L),0.5862,513,-28.68574344979888,153.31668350148195,Unspecified,0,0,2
121034,East Jindabyne (L),8.823,907,-36.39437813366498,148.63817648637053,Unspecified,1,1,1
121035,Ellalong (L),1.9901,1125,-32.91595719983299,151.31274741388555,Unspecified,0,0,1
121036,Emerald Beach West (L),7.8804,1427,-30.17419524297208,153.1619462933793,Unspecified,1,1,4
121037,Erowal Bay (L),1.4688,791,-35.10614780787487,150.6585613574259,Unspecified,0,0,0
121038,Eugowra (L),4.5142,601,-33.42820594454749,148.3644569444559,Unspecified,0,0,0
121039,Ewingsdale (L),5.3241,733,-28.64780179230942,153.56466843131264,Unspecified,2,4,6
121040,Firgrove (L),5.1331,511,-32.28817140022224,148.71035558951476,Unspecified,0,0,2
121041,Ganmain (L),2.6683,592,-34.79472463753692,147.04094418373907,Unspecified,1,1,2
121042,Gerroa (L),0.9876,553,-34.77280590766596,150.81516094742253,Unspecified,0,0,3
121043,Glenorie (L),0.4235,684,-33.599337350039825,151.00850207169134,Unspecified,0,0,11
121044,Glenreagh (L),2.1822,562,-30.05219052230765,152.9852319122418,Unspecified,0,0,0
121045,Green Point (L),0.9858,522,-32.24944054999215,152.51824669857712,Unspecified,0,0,0
121046,Gundaroo (L),0.8938,503,-35.02508961262829,149.26721033979177,Unspecified,0,0,0
121047,Gunning (L),1.5214,604,-34.783154654028,149.26683085701,Unspecified,1,1,1
121048,Hallidays Point - West (L),6.1506,500,-32.070999450203246,152.50496234063672,Unspecified,0,0,3
121049,Hanwood (L),0.6165,641,-34.33117331045797,146.04398011883657,Unspecified,3,3,3
121050,Hastings Point (L),0.9717,661,-28.36389412238552,153.57426621694822,Unspecified,1,1,1
121051,Henty (L),3.0381,940,-35.522532479028975,147.03557627546826,Unspecified,0,0,0
121052,Huskisson (L),1.272,825,-35.04178077151767,150.67135957846608,Unspecified,0,0,0
121053,Jerilderie (L),7.8564,747,-35.36119451767995,145.72705037742872,Unspecified,1,1,1
121054,Jilliby (L),4.5315,777,-33.23607106185442,151.40723397191465,Unspecified,0,2,3
121055,Kalaru (L),6.7876,668,-36.73437959691395,149.94406762481503,Unspecified,0,0,2
121056,Kendall (L),3.6412,890,-31.62739649493614,152.7117036007243,Unspecified,1,1,1
121057,Killingworth (L),0.5835,683,-32.9357395398344,151.5594225849533,Unspecified,0,1,6
121058,King Creek (L),17.4076,1863,-31.49237553367973,152.75656950667607,Unspecified,0,3,5
121059,Kings Point (L),2.6264,609,-35.37133663497383,150.44456848431156,Unspecified,0,0,0
121060,Kingswood (L),5.2199,980,-31.165483996020868,150.908526606764,Unspecified,0,2,2
121061,Kitchener (L),0.611,554,-32.87596789183079,151.37009338216913,Unspecified,0,0,0
121062,Kurrajong Heights (L),1.0991,905,-33.52581804557921,150.6267228082535,Unspecified,0,0,0
121063,Lake Conjola (L),1.1386,656,-35.269581278842175,150.48579707574729,Unspecified,0,0,0
121064,Lake Tabourie (L),2.7191,670,-35.4387047580967,150.402934791918,Unspecified,0,0,0
121065,Lawrence (L),6.1736,925,-29.489141232009167,153.10184518946485,Unspecified,0,1,3
121066,Lochinvar (L),1.0356,508,-32.701319880684444,151.4534314449477,Unspecified,0,0,0
121067,Lockhart (L),2.1523,830,-35.223045564090306,146.7152712710597,Unspecified,0,0,0
121068,Long Beach - Maloneys Beach (L),10.551,2231,-35.692074517774984,150.22646521324128,Unspecified,2,4,4
121069,Louth Park (L),2.3992,767,-32.77687086194812,151.5526899379828,Unspecified,0,0,6
121070,Maianbar (L),0.2931,539,-34.08021297462386,151.12857256131926,Unspecified,0,3,14
121071,Manildra (L),2.583,529,-33.183272338356765,148.69612916293815,Unspecified,0,0,0
121072,Marulan (L),2.7392,819,-34.709734002749414,150.00120778982475,Unspecified,2,2,2
121073,Mathoura (L),2.3909,691,-35.81408811118316,144.9002262253634,Unspecified,0,0,0
121074,Medlow Bath (L),3.1061,556,-33.679166627421246,150.28202026553154,Unspecified,1,2,3
121075,Menangle (L),0.2988,656,-34.13048538238559,150.73940883535136,Unspecified,0,2,6
121076,Millfield (L),1.5339,1071,-32.89263264074346,151.26293088778155,Unspecified,0,0,1
121077,Millthorpe (L),0.9,750,-33.44601456003251,149.18285687038224,Unspecified,0,0,3
121078,Minmi (L),2.4419,686,-32.88682499552424,151.61302210887737,Unspecified,1,4,8
121079,Modanville (L),2.3254,526,-28.71641137213797,153.2983843141043,Unspecified,0,0,1
121080,Moonee Beach (L),3.5394,996,-30.20456498514749,153.15340829540096,Unspecified,1,2,4
121081,Moonee Beach West (L),7.4114,583,-30.19226328433527,153.13658457360563,Unspecified,1,2,4
121082,Moruya Heads (L),12.3761,1125,-35.92833829540478,150.13968291554903,Unspecified,0,0,0
121083,Mount Victoria (L),2.13,913,-33.58639183715745,150.25023319221324,Unspecified,0,0,4
121084,Mulgoa (L),1.6359,844,-33.840395776017395,150.65370629946457,Unspecified,0,3,13
121085,Murrays Beach (L),1.14,1022,-33.11768492779333,151.61802091373468,Unspecified,1,1,2
121086,Murrurundi (L),2.4306,822,-31.764321279790867,150.83213568861734,Unspecified,0,0,0
121087,Nabiac (L),2.0303,656,-32.098198648096904,152.38650609441973,Unspecified,1,1,2
121088,New Berrima (L),3.3855,598,-34.50807660011198,150.33293328447834,Unspecified,0,0,4
121089,Nords Wharf (L),1.1965,895,-33.13516361112055,151.60856713524774,Unspecified,0,1,2
121090,Nowra Hill (L),6.6298,828,-34.911565372903446,150.5574448504738,Unspecified,0,1,3
121091,Nunderi (L),3.8271,696,-28.32206452824481,153.45967332017452,Unspecified,0,0,3
121092,Oakdale (L),5.5769,1179,-34.074110715166405,150.4981816599694,Unspecified,0,0,1
121093,Paxton (L),1.5111,1160,-32.90084456556386,151.28902529784,Unspecified,0,0,1
121094,Peak Hill (L),3.6436,768,-32.73112849715505,148.1839424201465,Unspecified,0,0,0
121095,Putta Bucca - Bombira (L),11.3966,693,-32.57327583575445,149.59711317946122,Unspecified,3,3,3
121096,Red Head (L),2.5539,798,-32.057045236585886,152.5357531360374,Unspecified,0,0,3
121097,Repton (L),8.9417,667,-30.44281132934012,153.0367431627818,Unspecified,0,0,2
121098,Richmond Hill (L),6.6272,850,-28.78920520900633,153.34696618048852,Unspecified,0,1,3
121099,Rylstone (L),2.0546,624,-32.79913242380785,149.9710999883624,Unspecified,1,1,1
121100,Safety Beach (L),2.1922,1103,-30.094952267698783,153.1939075265945,Unspecified,0,0,1
121101,Salt Ash (L),18.7063,1103,-32.7843292463882,151.9239340893962,Unspecified,0,1,5
121102,Scotts Head (L),1.2851,994,-30.747651498370807,152.99321086126406,Unspecified,0,2,3
121103,Smithtown - Gladstone (L),3.0847,1021,-31.01998474390249,152.9475403203246,Unspecified,0,0,0
121104,Stroud (L),3.037,738,-32.403072247246875,151.9650583476915,Unspecified,0,0,0
121105,Stuarts Point (L),0.6872,656,-30.821988980252392,152.99151762608597,Unspecified,0,0,2
121106,Tallwoods Village (L),2.4392,993,-32.05535437849651,152.5104264832072,Unspecified,0,0,3
121107,The Rock (L),4.6353,953,-35.271445514553285,147.10974997846574,Unspecified,0,0,0
121108,Tinonee (L),0.9539,840,-31.93683844369449,152.41384217904638,Unspecified,0,2,3
121110,Townsend (L),3.2202,991,-29.46620489029041,153.22073454203013,Unspecified,2,2,3
121111,Trangie (L),1.9766,768,-32.03430317398898,147.98179033668728,Unspecified,0,0,0
121112,Uranquinty (L),1.2288,767,-35.19128737408154,147.2467610973491,Unspecified,0,0,3
121113,Walla Walla (L),1.3297,532,-35.76131198849387,146.90223716606516,Unspecified,0,0,0
121114,Wallabi Point (L),0.3946,884,-31.99263606772344,152.56826848510755,Unspecified,0,0,2
121115,Wallaga Lake (L),4.8895,651,-36.37785487663584,150.06988897543542,Unspecified,0,1,2
121116,Wallalong (L),2.0561,963,-32.68878085535186,151.65344846351596,Unspecified,0,0,2
121117,Wardell (L),1.4906,662,-28.95174150657288,153.4638733906868,Unspecified,0,0,2
121118,Waterfall (L),0.3848,518,-34.132474382426,150.9928070292696,Unspecified,0,0,7
121119,Waterview Heights (L),6.6559,872,-29.66676579366325,152.8716780979146,Unspecified,0,1,1
121120,Wilcannia (L),2.7965,539,-31.559136380377097,143.37396681040337,Unspecified,1,1,1
121121,Wingello (L),3.2623,510,-34.692893059164646,150.15980416076675,Unspecified,0,0,4
121122,Wongarbon (L),4.8846,665,-32.32843087026397,148.76648227049162,Unspecified,0,0,2
121123,Woodburn (L),1.7525,678,-29.07428618515542,153.34291307444457,Unspecified,0,1,1
121124,Wooli (L),2.1076,503,-29.86026704418132,153.26377547605995,Unspecified,0,0,0
121125,Woombah (L),4.9042,935,-29.356802123295697,153.2741727957063,Unspecified,0,1,2
121126,Wooroowoolgan (L),0.6058,593,-28.86207612504165,153.01597733766627,Unspecified,1,1,1
121127,Yanderra (L),2.7434,702,-34.31734616909245,150.5714077773518,Unspecified,0,2,5
121128,Yerrinbool (L),1.0485,974,-34.36608634908643,150.54138955096985,Unspecified,0,0,4
122054,Euston (L),1.4593,500,-34.577718912207594,142.7411096773394,Unspecified,1,1,1
122098,Nimbin (L),1.8788,500,-28.59881064545439,153.22751955925656,Unspecified,0,0,0
201001,Melbourne,2880.5725,4585537,-37.89213262611415,145.07671146011714,Victoria,6,25,62
203001,Ballarat,132.2364,105348,-37.56649445220462,143.8416987029917,Victoria,5,7,8
203002,Bendigo,162.3864,100649,-36.7566807807683,144.28514225094298,Victoria,5,5,6
203003,Geelong,165.5844,180239,-38.16570798498076,144.35732859040448,Victoria,6,10,16
211001,Albury - Wodonga (Wodonga Part),54.1941,37839,-36.12245902426521,146.88230209630683,Unspecified,1,3,6
211002,Melton,57.1001,76346,-37.69402555456404,144.58082762578297,Unspecified,3,3,11
212001,Bacchus Marsh,18.6125,21692,-37.668229647927134,144.42707993287067,Unspecified,0,0,3
212002,Echuca - Moama (Echuca Part),25.8493,13764,-36.13670791312118,144.74734967528178,Unspecified,1,1,1
212003,Mildura - Buronga (Mildura Part),41.3432,35652,-34.19353987773992,142.15345672007857,Unspecified,2,2,2
212004,Ocean Grove - Barwon Heads,20.4881,22035,-38.26218866073976,144.52244364146694,Unspecified,1,2,10
212005,Shepparton - Mooroopna,62.3414,49862,-36.38593866077952,145.40396628107234,Unspecified,2,2,3
212006,Sunbury,30.7094,38010,-37.57169360009764,144.72333901782798,Unspecified,1,1,10
212007,Torquay - Jan Juc,38.9895,22998,-38.31169316222316,144.31854480824913,Unspecified,1,3,11
212008,Traralgon,29.0976,27628,-38.19627250172525,146.5258442628395,Unspecified,3,3,3
212009,Warrnambool,52.4252,32894,-38.37549334721387,142.48349670157106,Unspecified,3,3,3
213001,Bairnsdale,25.9948,13734,-37.82305814494274,147.61832026381882,Unspecified,5,5,5
213002,Castlemaine,34.6881,10577,-37.06959068573322,144.2135309624765,Unspecified,1,2,2
213003,Colac,22.8529,12348,-38.34965952425846,143.58721160083545,Unspecified,1,1,1
213004,Drouin,21.9894,14764,-38.12323990536926,145.84570904963635,Unspecified,0,0,1
213005,Drysdale - Clifton Springs,18.8792,16199,-38.17301783025184,144.56177159368968,Unspecified,1,2,10
213006,Gisborne,20.8226,10999,-37.48049714797373,144.59266827791032,Unspecified,0,1,3
213007,Horsham,40.8043,16289,-36.73371561020551,142.19163892296558,Unspecified,2,2,2
213008,Lara,11.5223,15772,-38.022422857793536,144.40114488706843,Unspecified,1,2,5
213009,Leopold,5.5953,12319,-38.18741288633719,144.46685618566303,Unspecified,0,4,15
213010,Moe - Newborough,23.9071,15758,-38.17914847492668,146.27234208134024,Unspecified,1,1,1
213011,Morwell,14.2571,14068,-38.23039437192899,146.42001230608628,Unspecified,0,0,4
213012,Portland (Vic.),31.5141,10450,-38.36197642675256,141.60507814926024,Unspecified,1,1,1
213013,Sale,34.297,14100,-38.10059762031654,147.06629945572703,Unspecified,2,2,3
213014,Swan Hill,21.0529,10869,-35.34908828026714,143.5441862637279,Unspecified,1,1,1
213015,Wallan,22.6644,14741,-37.40342986739992,144.98785625966164,Unspecified,1,1,6
213016,Wangaratta,40.489,19712,-36.35535757672576,146.30686432380134,Unspecified,1,1,3
213017,Warragul,22.3108,19134,-38.15638074850839,145.9351270686015,Unspecified,1,1,1
213018,Yarrawonga - Mulwala (Yarrawonga Part),25.2981,8580,-36.01569526941387,145.99498578145003,Unspecified,2,2,2
214001,Ararat,13.6174,7015,-37.281891941481,142.93400061659506,Unspecified,4,4,4
214002,Bannockburn,12.3144,6178,-38.0482974090868,144.17926201702517,Unspecified,1,1,6
214003,Benalla,25.531,9742,-36.55103383815172,145.98916866144182,Unspecified,1,1,1
214004,Cobram,9.0955,5389,-35.91688752491222,145.64961877680312,Unspecified,0,0,0
214005,Corowa - Wahgunyah (Wahgunyah Part),2.022,1004,-36.01382379957996,146.4011050094321,Unspecified,0,0,0
214006,Cowes,10.6988,6797,-38.455859999861055,145.23748100019114,Unspecified,1,2,4
214007,Diggers Rest,4.9025,5011,-37.62445972995441,144.7076327383568,Unspecified,0,1,14
214008,Hamilton,43.2603,9577,-37.73220927597934,142.0277990509487,Unspecified,1,1,1
214009,Healesville,18.9432,8698,-37.66173961473653,145.52342433481274,Unspecified,2,2,6
214010,Inverloch,6.4328,6046,-38.63449565361715,145.7224674787873,Unspecified,0,0,1
214011,Kilmore,16.4368,8786,-37.29268033653391,144.95611367172123,Unspecified,1,1,3
214012,Kyabram,9.1683,6010,-36.3170480404786,145.0484351007044,Unspecified,0,0,0
214013,Kyneton,7.2598,5151,-37.24860369417345,144.45607055833514,Unspecified,1,1,3
214014,Lakes Entrance,18.7888,6527,-37.86891960860172,147.99094404211735,Unspecified,2,2,2
214015,Leongatha,7.2414,5618,-38.477594247817,145.9512591675386,Unspecified,2,2,5
214016,Maryborough (Vic.),10.0361,7769,-37.04544784241338,143.73818318977695,Unspecified,1,1,1
214017,Point Lonsdale - Queenscliff,11.2707,5265,-38.26537105818573,144.63770214298083,Unspecified,1,2,4
214018,Portarlington - St Leonards,17.1439,9048,-38.14759656764896,144.68439307888113,Unspecified,0,0,3
214019,Seymour,12.5439,6016,-37.0258272821013,145.15451657823328,Unspecified,1,1,2
214020,Stawell,18.9984,5627,-37.05201030438794,142.77038043500764,Unspecified,2,2,2
214021,Whittlesea,7.5377,5497,-37.5102230272109,145.12857305635825,Unspecified,1,1,6
214022,Wonthaggi,14.3255,8430,-38.60361734129417,145.588636324593,Unspecified,0,1,1
215001,Aireys Inlet - Fairhaven,5.2172,1395,-38.461708961817365,144.09204462294494,Unspecified,0,0,1
215002,Alexandra,6.0511,2480,-37.19389923268163,145.70947440728804,Unspecified,1,1,2
215003,Anglesea,6.8919,3191,-38.41015237354867,144.18216420483014,Unspecified,0,0,2
215004,Apollo Bay,2.8591,1491,-38.75310766276809,143.66709808232784,Unspecified,0,0,0
215005,Avoca,5.3094,1129,-37.08679956523681,143.47329351657035,Unspecified,1,1,1
215006,Ballan,3.7,2613,-37.59815993040208,144.22789196092555,Unspecified,0,0,0
215007,Balnarring - Balnarring Beach,5.9013,2528,-38.38470920057388,145.1161339388414,Unspecified,0,0,8
215008,Baranduda,2.874,1950,-36.1884764465582,146.94959309949877,Unspecified,1,2,6
215009,Barham - Koondrook (Koondrook Part),2.695,938,-35.637528239281245,144.1243793173575,Unspecified,0,0,0
215010,Beaconsfield Upper,10.0943,2274,-37.99901052875599,145.41174637450248,Unspecified,0,2,12
215011,Beaufort,4.0558,1166,-37.42985863876286,143.3826510509971,Unspecified,1,1,1
215012,Beechworth,7.9581,3291,-36.36419667277864,146.68965560807766,Unspecified,0,0,1
215013,Beveridge,6.5311,4160,-37.475173899679696,144.96139102952415,Unspecified,0,3,7
215014,Blind Bight,0.5433,1231,-38.21427290037168,145.33769783041302,Unspecified,0,0,11
215015,Bright,9.4725,2481,-36.72912124152214,146.95659556893958,Unspecified,1,2,2
215016,Broadford,9.0853,4076,-37.21320339360868,145.0475804480405,Unspecified,1,1,2
215017,Bunyip,4.5481,2707,-38.09260708303569,145.7216056202965,Unspecified,0,0,0
215018,Camperdown,4.693,2884,-38.23549639292055,143.14589336131743,Unspecified,1,1,1
215019,Cape Woolamai,1.9491,2301,-38.52714228184947,145.33605018859515,Unspecified,0,0,2
215020,Casterton,4.5158,1336,-37.59100154625945,141.40513801579792,Unspecified,0,0,0
215021,Chiltern,7.3339,1208,-36.15367142173525,146.59492099079557,Unspecified,0,0,1
215022,Churchill,6.1851,4679,-38.31188112049012,146.4189950715392,Unspecified,0,0,3
215023,Cobden,4.2598,1503,-38.32422603687907,143.07441997718354,Unspecified,0,0,1
215024,Cohuna,3.0671,1870,-35.80867712166246,144.21850202588186,Unspecified,1,1,1
215025,Corinella,1.8212,1056,-38.41458701422136,145.43119356784322,Unspecified,0,0,1
215026,Coronet Bay,4.0998,1108,-38.43330669085723,145.4449388095447,Unspecified,0,0,1
215027,Corryong,2.9552,1186,-36.19696043955648,147.90052077218806,Unspecified,0,0,0
215028,Creswick,14.8996,2794,-37.41629541570556,143.89459168538465,Unspecified,1,1,7
215029,Daylesford - Hepburn Springs,17.5977,3732,-37.34863212077067,144.13975555532747,Unspecified,2,2,3
215030,Dimboola,3.0833,1315,-36.454181730873245,142.03066411483996,Unspecified,1,1,1
215031,Donald,6.7831,1375,-36.36923054727053,142.98799380928753,Unspecified,0,0,0
215032,Euroa,6.9254,3116,-36.7541129718792,145.57118262641728,Unspecified,2,2,2
215033,Eynesbury,2.6036,2826,-37.78994461718553,144.55490792482493,Unspecified,0,3,13
215034,Foster,3.3291,1308,-38.65384227802565,146.2038614981955,Unspecified,1,1,2
215035,Garfield,1.8897,1644,-38.089771002781816,145.6780026580414,Unspecified,0,0,0
215036,Gembrook,2.2345,1226,-37.95242300877872,145.55089503292595,Unspecified,0,0,2
215037,Grantville - Pioneer Bay,3.2649,1357,-38.40216971803071,145.53751653771383,Unspecified,0,0,0
215038,Heathcote,6.4141,1844,-36.92528053449757,144.7141976443053,Unspecified,1,1,1
215039,Heyfield,3.6202,1529,-37.97875222018201,146.7868700688749,Unspecified,1,1,2
215040,Heywood,6.3732,1328,-38.138256618458,141.62966322047518,Unspecified,0,0,0
215041,Kerang,9.2085,3696,-35.738502883732814,143.92917534828717,Unspecified,1,1,1
215042,Kinglake,6.2574,1247,-37.532218780788966,145.34976188133766,Unspecified,0,0,4
215043,Koo Wee Rup,2.5848,3336,-38.19841020694429,145.4910725254848,Unspecified,0,0,2
215044,Koroit,2.2702,1705,-38.295269795125584,142.3673027628221,Unspecified,0,0,3
215045,Korumburra,5.1856,3869,-38.43522929493572,145.82124435694166,Unspecified,2,2,4
215046,Lancefield,2.9386,1691,-37.27796867281838,144.72910480130406,Unspecified,0,0,2
215047,Lang Lang,2.6699,2153,-38.26882692575016,145.5682809132732,Unspecified,0,0,0
215048,Longwarry,1.889,1923,-38.11163631665767,145.7696071647935,Unspecified,0,0,1
215049,Lorne,4.6639,1248,-38.5374606531749,143.97552003056222,Unspecified,1,1,1
215050,Macedon,21.4148,2926,-37.415987926800646,144.58396544185575,Unspecified,1,2,2
215051,Maffra,5.5525,4548,-37.95976741055063,146.98531136557642,Unspecified,1,1,4
215052,Maldon,7.4621,1381,-36.99189961267453,144.06920838162986,Unspecified,0,0,2
215053,Mansfield,12.5884,3999,-37.05245871421911,146.0902134508094,Unspecified,1,1,1
215054,Merbein,4.7459,2077,-34.16837357354545,142.06243798964977,Unspecified,0,2,2
215055,Metung,7.9072,1605,-37.877911419466095,147.84909373288878,Unspecified,0,0,5
215056,Millgrove,2.419,1584,-37.753110260062144,145.6546925917853,Unspecified,1,1,3
215057,Mirboo North,5.964,1752,-38.397641787475926,146.1658144977573,Unspecified,0,0,0
215058,Mortlake,5.3528,1147,-38.07886426764996,142.81597912185762,Unspecified,0,0,0
215059,Mount Beauty - Tawonga,13.4519,2249,-36.73020827681849,147.1592618172622,Unspecified,0,0,2
215060,Myrtleford,11.3315,2846,-36.56188935114486,146.73478834825815,Unspecified,1,1,2
215061,Nagambie,3.3151,2036,-36.788622552427135,145.15520368035163,Unspecified,0,0,1
215062,Nathalia,2.6634,1529,-36.05693291618002,145.20484476182511,Unspecified,0,0,0
215063,Neerim South,2.5524,1081,-38.01879550919759,145.95559216627214,Unspecified,0,0,1
215064,Nhill,3.336,1949,-36.335924421948455,141.65126486607596,Unspecified,2,2,2
215065,Numurkah,6.1448,3807,-36.09001612814385,145.44541336263464,Unspecified,0,0,0
215066,Orbost,3.6551,2024,-37.70093661525473,148.46244205255985,Unspecified,1,1,1
215067,Ouyen,5.7216,1022,-35.06875571267782,142.311678504177,Unspecified,2,2,2
215068,Paynesville,4.3329,3505,-37.9093122503943,147.71847225652925,Unspecified,0,0,5
215069,Port Fairy,9.2602,3424,-38.37930405071958,142.23369966151327,Unspecified,0,0,1
215070,Red Cliffs,3.4442,3070,-34.305595329606525,142.19258976639173,Unspecified,0,0,2
215071,Riddells Creek,11.1592,3574,-37.450051966235385,144.68092289006387,Unspecified,0,0,4
215072,Robinvale,5.8208,2441,-34.59165983589303,142.77750540591902,Unspecified,1,1,1
215073,Rochester,6.2259,2802,-36.35884891392252,144.70124139200144,Unspecified,0,0,0
215074,Romsey,6.567,4934,-37.35332412486032,144.74394610097883,Unspecified,0,0,3
215075,Rosedale,2.7081,1249,-38.154523018829295,146.785228974987,Unspecified,0,0,1
215076,Rutherglen,5.4774,2324,-36.05683299883328,146.46004958841974,Unspecified,0,0,0
215077,San Remo,3.5848,1664,-38.52693055513649,145.37959039781416,Unspecified,0,0,1
215078,Seville,1.6319,1918,-37.77500400877585,145.4592356969906,Unspecified,0,2,10
215079,St Arnaud,5.3899,2126,-36.617426141882845,143.25816673724552,Unspecified,1,1,1
215080,Stratford,4.1673,2185,-37.96531355702237,147.08821649916143,Unspecified,0,1,3
215081,Tatura,8.2273,4259,-36.44241284397092,145.23121263287936,Unspecified,1,1,3
215082,Teesdale,13.1125,2244,-38.025765342156205,144.04789384207268,Unspecified,0,0,1
215083,Terang,9.6766,2020,-38.24349277231591,142.91215881836172,Unspecified,0,0,0
215084,Tongala,1.9103,1331,-36.2507356186484,144.9520652856735,Unspecified,0,0,0
215085,Tooradin,1.2502,1196,-38.21079632651973,145.37982764171156,Unspecified,0,0,8
215086,Trafalgar,3.0819,3839,-38.20952820354247,146.15597849645883,Unspecified,0,1,2
215087,Wandong - Heathcote Junction,5.3473,1705,-37.3604738282003,145.02834911076675,Unspecified,0,2,4
215088,Warburton (Vic.),9.7959,1913,-37.75418736317704,145.6996255186542,Unspecified,0,1,2
215089,Warracknabeal,6.9806,2227,-36.25071822873775,142.3950301856507,Unspecified,1,1,1
215090,Winchelsea,6.3783,2032,-38.24072452906006,143.99438109907098,Unspecified,1,1,2
215091,Wonga Park,2.2525,1542,-37.73562599259908,145.27353401955222,Unspecified,1,6,21
215092,Woodend,6.0499,4663,-37.35600988018071,144.530568348617,Unspecified,1,2,4
215093,Woori Yallock - Launching Place,8.65,4198,-37.78374506741913,145.5447489330781,Unspecified,0,1,5
215094,Wurruk,3.0293,1027,-38.10903760928067,147.03006172793175,Unspecified,2,2,3
215095,Yallourn North,1.292,1107,-38.15727438100889,146.35973247961795,Unspecified,0,0,4
215096,Yarra Glen,2.7291,2417,-37.655538856975305,145.37490481436615,Unspecified,1,2,9
215097,Yarra Junction - Wesburn,9.0119,3283,-37.78078881489716,145.6258563076391,Unspecified,1,1,3
215098,Yarragon,1.2684,1387,-38.207912266818006,146.06194370276168,Unspecified,0,0,2
215099,Yarram,2.5519,1739,-38.56400863786193,146.67549230333617,Unspecified,1,1,1
215100,Yea,3.4727,1279,-37.21378884655511,145.41908220286365,Unspecified,1,1,1
221001,Allansford (L),1.1406,718,-38.38646476732328,142.60007492554882,Unspecified,0,1,3
221002,Avenel (L),4.7904,852,-36.900517407579606,145.22765507435497,Unspecified,1,1,2
221003,Barnawartha (L),1.9449,572,-36.105317144743154,146.67368951248682,Unspecified,0,1,2
221004,Batesford (L),10.9641,1139,-38.09094075526655,144.27779953785637,Unspecified,0,4,14
221005,Birchip (L),3.7375,674,-35.98060419476766,142.9159835188753,Unspecified,0,0,0
221006,Birregurra (L),1.3874,628,-38.34084472489913,143.78379794111677,Unspecified,0,0,1
221007,Boolarra (L),1.3022,534,-38.3838359013304,146.27106157512927,Unspecified,0,0,0
221008,Boort (L),2.358,808,-36.11583210131617,143.72328858721693,Unspecified,0,0,0
221009,Briagolong (L),1.1186,626,-37.84375942488398,147.0742546968928,Unspecified,0,0,1
221010,Bruthen (L),6.5978,574,-37.700397621673616,147.82492284724754,Unspecified,1,1,1
221011,Bushfield - Woodford (L),3.4104,619,-38.321818186375296,142.5026204291663,Unspecified,0,3,3
221012,Cabarita (L),4.6987,504,-34.20931455984019,142.0852391249923,Unspecified,0,2,2
221013,Cannons Creek (L),1.2631,617,-38.211434695823385,145.3112636236864,Unspecified,0,0,11
221014,Cape Paterson (L),1.4157,960,-38.67170856640349,145.6138005965433,Unspecified,1,1,1
221015,Cape Schanck (L),4.5612,503,-38.46662000165072,144.89098345466036,Unspecified,0,0,4
221016,Cardigan Village (L),1.7293,957,-37.518760301369504,143.7156363176093,Unspecified,0,3,8
221017,Carisbrook (L),4.2154,920,-37.04299392906139,143.8094264679722,Unspecified,0,1,1
221018,Charlton (L),6.1952,993,-36.26641701476605,143.34982291261508,Unspecified,0,0,0
221019,Clunes (L) (Vic.),3.9939,886,-37.2934320402134,143.78962569398837,Unspecified,0,0,1
221020,Coleraine (L),5.074,867,-37.60031414227599,141.69622825946536,Unspecified,0,0,0
221021,Dalyston (L),0.7871,721,-38.56240463912707,145.54490455402384,Unspecified,0,0,1
221022,Dunkeld (L),6.419,511,-37.64792197284803,142.3445486747364,Unspecified,1,1,1
221023,Dunolly (L),4.7289,680,-36.85890759118627,143.7305222914977,Unspecified,0,0,0
221024,Eagle Point (L),6.8654,994,-37.89013736791648,147.68884739759193,Unspecified,0,5,5
221025,Edenhope (L),5.9777,713,-37.031465548401776,141.27819476868305,Unspecified,1,1,1
221026,Eildon (L),4.0015,725,-37.232765986935085,145.91245356448874,Unspecified,0,0,1
221027,Elmore (L),2.0102,753,-36.492726700778434,144.60939480880702,Unspecified,0,0,0
221028,Flinders (L),3.006,811,-38.47464158707409,145.01860436874478,Unspecified,1,1,4
221029,Glengarry (L),1.0943,703,-38.12987348721806,146.56958251648857,Unspecified,0,3,3
221030,Golden Beach - Paradise Beach (L),9.8671,510,-38.2051567759265,147.39799863802827,Unspecified,0,0,0
221031,Gordon (L),1.3015,607,-37.58190575196573,144.1064513392991,Unspecified,0,0,1
221032,Harcourt (L),2.2796,570,-37.00402360858301,144.2561039051104,Unspecified,1,2,2
221033,Hopetoun (L) (Vic.),3.2452,509,-35.72763901219201,142.36330007472986,Unspecified,0,0,0
221034,Hopetoun Park (L),7.4241,914,-37.69503044958248,144.50163484205746,Unspecified,0,3,3
221035,Inglewood (L) (Vic.),3.5256,779,-36.57530721939687,143.8679345582319,Unspecified,1,1,2
221036,Inverleigh (L),4.1039,773,-38.09915358514338,144.05558723038413,Unspecified,0,0,3
221037,Kaniva (L),2.9539,683,-36.37746538734033,141.2376785387006,Unspecified,1,1,1
221038,Kinglake West (L),6.1292,901,-37.47282990314376,145.2637202697463,Unspecified,0,0,1
221039,Lake Boga (L),11.1946,762,-35.450480347477054,143.64419505919642,Unspecified,0,0,1
221040,Lake Tyers Beach (L),1.1196,661,-37.85852007166376,148.08111700762478,Unspecified,0,2,2
221041,Lethbridge (L),2.8499,641,-37.96323139403376,144.1359947543354,Unspecified,0,1,2
221042,Lindenow (L),1.3932,554,-37.8011914794785,147.4488425611441,Unspecified,0,0,5
